contrast,pair_id,cell_id_a,cell_id_b,marker,outcome_type,primary_metric,sampling_seed,encoder_a,encoder_b,tiles_per_slide_a,tiles_per_slide_b,target_mpp_a,target_mpp_b,patient_metric_a,patient_metric_b,delta_b_minus_a,null_value,metric_direction,relation_a,relation_b,null_crossing,exact_tie
native_vs_1.76,native_vs_1.76__marker7__virchow__s4__t16,marker7__virchow__s4__t16__mpp0.44,marker7__virchow__s4__t16__mpp1.76,marker7,survival,patient_c_index,4,Virchow,Virchow,16,16,0.44,1.76,0.581271058440804,0.62971999535262,0.048448936911816,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__marker7__virchow__s4__t32,marker7__virchow__s4__t32__mpp0.44,marker7__virchow__s4__t32__mpp1.76,marker7,survival,patient_c_index,4,Virchow,Virchow,32,32,0.44,1.76,0.594283722551412,0.659695596607413,0.065411874056001,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__marker7__virchow__s4__t64,marker7__virchow__s4__t64__mpp0.44,marker7__virchow__s4__t64__mpp1.76,marker7,survival,patient_c_index,4,Virchow,Virchow,64,64,0.44,1.76,0.588590682003021,0.671081677704194,0.0824909957011735,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__phenotype__conch__s0__t16,phenotype__conch__s0__t16__mpp0.88,phenotype__conch__s0__t16__mpp1.76,phenotype,binary,patient_auroc,0,CONCH,CONCH,16,16,0.88,1.76,0.893048128342246,0.933155080213904,0.0401069518716576,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__phenotype__conch__s0__t32,phenotype__conch__s0__t32__mpp0.88,phenotype__conch__s0__t32__mpp1.76,phenotype,binary,patient_auroc,0,CONCH,CONCH,32,32,0.88,1.76,0.943850267379679,0.959893048128342,0.0160427807486629,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__phenotype__conch__s0__t64,phenotype__conch__s0__t64__mpp0.88,phenotype__conch__s0__t64__mpp1.76,phenotype,binary,patient_auroc,0,CONCH,CONCH,64,64,0.88,1.76,0.957219251336898,0.949197860962567,-0.00802139037433169,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__phenotype__conch__s1__t16,phenotype__conch__s1__t16__mpp0.88,phenotype__conch__s1__t16__mpp1.76,phenotype,binary,patient_auroc,1,CONCH,CONCH,16,16,0.88,1.76,0.917112299465241,0.949197860962567,0.0320855614973261,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__phenotype__conch__s1__t32,phenotype__conch__s1__t32__mpp0.88,phenotype__conch__s1__t32__mpp1.76,phenotype,binary,patient_auroc,1,CONCH,CONCH,32,32,0.88,1.76,0.901069518716578,0.954545454545454,0.0534759358288768,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__phenotype__conch__s1__t64,phenotype__conch__s1__t64__mpp0.88,phenotype__conch__s1__t64__mpp1.76,phenotype,binary,patient_auroc,1,CONCH,CONCH,64,64,0.88,1.76,0.946524064171123,0.957219251336898,0.0106951871657754,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__phenotype__conch__s2__t16,phenotype__conch__s2__t16__mpp0.88,phenotype__conch__s2__t16__mpp1.76,phenotype,binary,patient_auroc,2,CONCH,CONCH,16,16,0.88,1.76,0.871657754010695,0.874331550802139,0.00267379679144397,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__phenotype__conch__s2__t32,phenotype__conch__s2__t32__mpp0.88,phenotype__conch__s2__t32__mpp1.76,phenotype,binary,patient_auroc,2,CONCH,CONCH,32,32,0.88,1.76,0.855614973262032,0.903743315508021,0.0481283422459894,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__phenotype__conch__s2__t64,phenotype__conch__s2__t64__mpp0.88,phenotype__conch__s2__t64__mpp1.76,phenotype,binary,patient_auroc,2,CONCH,CONCH,64,64,0.88,1.76,0.885026737967914,0.922459893048128,0.0374331550802139,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__phenotype__conch__s3__t16,phenotype__conch__s3__t16__mpp0.88,phenotype__conch__s3__t16__mpp1.76,phenotype,binary,patient_auroc,3,CONCH,CONCH,16,16,0.88,1.76,0.935828877005348,0.882352941176471,-0.053475935828877,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__phenotype__conch__s3__t32,phenotype__conch__s3__t32__mpp0.88,phenotype__conch__s3__t32__mpp1.76,phenotype,binary,patient_auroc,3,CONCH,CONCH,32,32,0.88,1.76,0.946524064171123,0.871657754010695,-0.0748663101604279,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__phenotype__conch__s3__t64,phenotype__conch__s3__t64__mpp0.88,phenotype__conch__s3__t64__mpp1.76,phenotype,binary,patient_auroc,3,CONCH,CONCH,64,64,0.88,1.76,0.935828877005348,0.909090909090909,-0.0267379679144384,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__phenotype__conch__s4__t16,phenotype__conch__s4__t16__mpp0.88,phenotype__conch__s4__t16__mpp1.76,phenotype,binary,patient_auroc,4,CONCH,CONCH,16,16,0.88,1.76,0.844919786096257,0.887700534759358,0.0427807486631016,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__phenotype__conch__s4__t32,phenotype__conch__s4__t32__mpp0.88,phenotype__conch__s4__t32__mpp1.76,phenotype,binary,patient_auroc,4,CONCH,CONCH,32,32,0.88,1.76,0.885026737967914,0.866310160427808,-0.0187165775401069,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__phenotype__conch__s4__t64,phenotype__conch__s4__t64__mpp0.88,phenotype__conch__s4__t64__mpp1.76,phenotype,binary,patient_auroc,4,CONCH,CONCH,64,64,0.88,1.76,0.890374331550802,0.917112299465241,0.0267379679144385,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__phenotype__virchow__s0__t16,phenotype__virchow__s0__t16__mpp0.44,phenotype__virchow__s0__t16__mpp1.76,phenotype,binary,patient_auroc,0,Virchow,Virchow,16,16,0.44,1.76,0.850267379679144,0.946524064171123,0.0962566844919787,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__phenotype__virchow__s0__t32,phenotype__virchow__s0__t32__mpp0.44,phenotype__virchow__s0__t32__mpp1.76,phenotype,binary,patient_auroc,0,Virchow,Virchow,32,32,0.44,1.76,0.882352941176471,0.949197860962567,0.0668449197860962,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__phenotype__virchow__s0__t64,phenotype__virchow__s0__t64__mpp0.44,phenotype__virchow__s0__t64__mpp1.76,phenotype,binary,patient_auroc,0,Virchow,Virchow,64,64,0.44,1.76,0.887700534759358,0.949197860962567,0.0614973262032085,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__phenotype__virchow__s1__t16,phenotype__virchow__s1__t16__mpp0.44,phenotype__virchow__s1__t16__mpp1.76,phenotype,binary,patient_auroc,1,Virchow,Virchow,16,16,0.44,1.76,0.887700534759358,0.925133689839572,0.0374331550802137,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__phenotype__virchow__s1__t32,phenotype__virchow__s1__t32__mpp0.44,phenotype__virchow__s1__t32__mpp1.76,phenotype,binary,patient_auroc,1,Virchow,Virchow,32,32,0.44,1.76,0.917112299465241,0.962566844919786,0.0454545454545455,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__phenotype__virchow__s1__t64,phenotype__virchow__s1__t64__mpp0.44,phenotype__virchow__s1__t64__mpp1.76,phenotype,binary,patient_auroc,1,Virchow,Virchow,64,64,0.44,1.76,0.962566844919786,0.954545454545455,-0.00802139037433136,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__phenotype__virchow__s2__t16,phenotype__virchow__s2__t16__mpp0.44,phenotype__virchow__s2__t16__mpp1.76,phenotype,binary,patient_auroc,2,Virchow,Virchow,16,16,0.44,1.76,0.911764705882353,0.954545454545455,0.0427807486631018,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__phenotype__virchow__s2__t32,phenotype__virchow__s2__t32__mpp0.44,phenotype__virchow__s2__t32__mpp1.76,phenotype,binary,patient_auroc,2,Virchow,Virchow,32,32,0.44,1.76,0.957219251336898,0.943850267379679,-0.0133689839572192,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__phenotype__virchow__s2__t64,phenotype__virchow__s2__t64__mpp0.44,phenotype__virchow__s2__t64__mpp1.76,phenotype,binary,patient_auroc,2,Virchow,Virchow,64,64,0.44,1.76,0.941176470588235,0.917112299465241,-0.0240641711229945,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__phenotype__virchow__s3__t16,phenotype__virchow__s3__t16__mpp0.44,phenotype__virchow__s3__t16__mpp1.76,phenotype,binary,patient_auroc,3,Virchow,Virchow,16,16,0.44,1.76,0.863636363636364,0.96524064171123,0.101604278074866,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__phenotype__virchow__s3__t32,phenotype__virchow__s3__t32__mpp0.44,phenotype__virchow__s3__t32__mpp1.76,phenotype,binary,patient_auroc,3,Virchow,Virchow,32,32,0.44,1.76,0.909090909090909,0.949197860962567,0.0401069518716576,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__phenotype__virchow__s3__t64,phenotype__virchow__s3__t64__mpp0.44,phenotype__virchow__s3__t64__mpp1.76,phenotype,binary,patient_auroc,3,Virchow,Virchow,64,64,0.44,1.76,0.938502673796791,0.946524064171123,0.00802139037433158,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__phenotype__virchow__s4__t16,phenotype__virchow__s4__t16__mpp0.44,phenotype__virchow__s4__t16__mpp1.76,phenotype,binary,patient_auroc,4,Virchow,Virchow,16,16,0.44,1.76,0.86096256684492,0.893048128342246,0.0320855614973261,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__phenotype__virchow__s4__t32,phenotype__virchow__s4__t32__mpp0.44,phenotype__virchow__s4__t32__mpp1.76,phenotype,binary,patient_auroc,4,Virchow,Virchow,32,32,0.44,1.76,0.909090909090909,0.879679144385027,-0.0294117647058825,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__phenotype__virchow__s4__t64,phenotype__virchow__s4__t64__mpp0.44,phenotype__virchow__s4__t64__mpp1.76,phenotype,binary,patient_auroc,4,Virchow,Virchow,64,64,0.44,1.76,0.887700534759358,0.874331550802139,-0.0133689839572193,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__pten__conch__s0__t16,pten__conch__s0__t16__mpp0.88,pten__conch__s0__t16__mpp1.76,pten,binary,patient_auroc,0,CONCH,CONCH,16,16,0.88,1.76,0.529128086419753,0.57201646090535,0.0428883744855967,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__pten__conch__s0__t32,pten__conch__s0__t32__mpp0.88,pten__conch__s0__t32__mpp1.76,pten,binary,patient_auroc,0,CONCH,CONCH,32,32,0.88,1.76,0.568029835390946,0.664287551440329,0.0962577160493828,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__pten__conch__s0__t64,pten__conch__s0__t64__mpp0.88,pten__conch__s0__t64__mpp1.76,pten,binary,patient_auroc,0,CONCH,CONCH,64,64,0.88,1.76,0.583783436213992,0.650591563786008,0.0668081275720164,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__pten__conch__s1__t16,pten__conch__s1__t16__mpp0.88,pten__conch__s1__t16__mpp1.76,pten,binary,patient_auroc,1,CONCH,CONCH,16,16,0.88,1.76,0.604681069958848,0.611304012345679,0.00662294238683125,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__pten__conch__s1__t32,pten__conch__s1__t32__mpp0.88,pten__conch__s1__t32__mpp1.76,pten,binary,patient_auroc,1,CONCH,CONCH,32,32,0.88,1.76,0.617541152263374,0.618634259259259,0.00109310699588472,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__pten__conch__s1__t64,pten__conch__s1__t64__mpp0.88,pten__conch__s1__t64__mpp1.76,pten,binary,patient_auroc,1,CONCH,CONCH,64,64,0.88,1.76,0.603009259259259,0.643647119341564,0.0406378600823045,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__pten__conch__s2__t16,pten__conch__s2__t16__mpp0.88,pten__conch__s2__t16__mpp1.76,pten,binary,patient_auroc,2,CONCH,CONCH,16,16,0.88,1.76,0.58667695473251,0.61033950617284,0.0236625514403294,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__pten__conch__s2__t32,pten__conch__s2__t32__mpp0.88,pten__conch__s2__t32__mpp1.76,pten,binary,patient_auroc,2,CONCH,CONCH,32,32,0.88,1.76,0.600372942386831,0.636638374485597,0.0362654320987654,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__pten__conch__s2__t64,pten__conch__s2__t64__mpp0.88,pten__conch__s2__t64__mpp1.76,pten,binary,patient_auroc,2,CONCH,CONCH,64,64,0.88,1.76,0.590663580246914,0.619470164609053,0.0288065843621399,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__pten__conch__s3__t16,pten__conch__s3__t16__mpp0.88,pten__conch__s3__t16__mpp1.76,pten,binary,patient_auroc,3,CONCH,CONCH,16,16,0.88,1.76,0.556520061728395,0.710969650205761,0.154449588477366,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__pten__conch__s3__t32,pten__conch__s3__t32__mpp0.88,pten__conch__s3__t32__mpp1.76,pten,binary,patient_auroc,3,CONCH,CONCH,32,32,0.88,1.76,0.621013374485597,0.717078189300411,0.0960648148148148,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__pten__conch__s3__t64,pten__conch__s3__t64__mpp0.88,pten__conch__s3__t64__mpp1.76,pten,binary,patient_auroc,3,CONCH,CONCH,64,64,0.88,1.76,0.635931069958848,0.678562242798354,0.0426311728395061,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__pten__conch__s4__t16,pten__conch__s4__t16__mpp0.88,pten__conch__s4__t16__mpp1.76,pten,binary,patient_auroc,4,CONCH,CONCH,16,16,0.88,1.76,0.617348251028807,0.650720164609053,0.0333719135802468,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__pten__conch__s4__t32,pten__conch__s4__t32__mpp0.88,pten__conch__s4__t32__mpp1.76,pten,binary,patient_auroc,4,CONCH,CONCH,32,32,0.88,1.76,0.607767489711934,0.667116769547325,0.0593492798353908,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__pten__conch__s4__t64,pten__conch__s4__t64__mpp0.88,pten__conch__s4__t64__mpp1.76,pten,binary,patient_auroc,4,CONCH,CONCH,64,64,0.88,1.76,0.59375,0.682291666666667,0.0885416666666666,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__pten__virchow__s0__t16,pten__virchow__s0__t16__mpp0.44,pten__virchow__s0__t16__mpp1.76,pten,binary,patient_auroc,0,Virchow,Virchow,16,16,0.44,1.76,0.613683127572016,0.568737139917695,-0.044945987654321,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__pten__virchow__s0__t32,pten__virchow__s0__t32__mpp0.44,pten__virchow__s0__t32__mpp1.76,pten,binary,patient_auroc,0,Virchow,Virchow,32,32,0.44,1.76,0.611111111111111,0.550154320987654,-0.0609567901234568,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__pten__virchow__s0__t64,pten__virchow__s0__t64__mpp0.44,pten__virchow__s0__t64__mpp1.76,pten,binary,patient_auroc,0,Virchow,Virchow,64,64,0.44,1.76,0.589184670781893,0.556327160493827,-0.0328575102880658,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__pten__virchow__s1__t16,pten__virchow__s1__t16__mpp0.44,pten__virchow__s1__t16__mpp1.76,pten,binary,patient_auroc,1,Virchow,Virchow,16,16,0.44,1.76,0.666666666666667,0.558384773662551,-0.108281893004115,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__pten__virchow__s1__t32,pten__virchow__s1__t32__mpp0.44,pten__virchow__s1__t32__mpp1.76,pten,binary,patient_auroc,1,Virchow,Virchow,32,32,0.44,1.76,0.623006687242798,0.53832304526749,-0.0846836419753086,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__pten__virchow__s1__t64,pten__virchow__s1__t64__mpp0.44,pten__virchow__s1__t64__mpp1.76,pten,binary,patient_auroc,1,Virchow,Virchow,64,64,0.44,1.76,0.613811728395062,0.550475823045267,-0.0633359053497943,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__pten__virchow__s2__t16,pten__virchow__s2__t16__mpp0.44,pten__virchow__s2__t16__mpp1.76,pten,binary,patient_auroc,2,Virchow,Virchow,16,16,0.44,1.76,0.665573559670782,0.602880658436214,-0.0626929012345678,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__pten__virchow__s2__t32,pten__virchow__s2__t32__mpp0.44,pten__virchow__s2__t32__mpp1.76,pten,binary,patient_auroc,2,Virchow,Virchow,32,32,0.44,1.76,0.60570987654321,0.591692386831276,-0.014017489711934,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__pten__virchow__s2__t64,pten__virchow__s2__t64__mpp0.44,pten__virchow__s2__t64__mpp1.76,pten,binary,patient_auroc,2,Virchow,Virchow,64,64,0.44,1.76,0.586612654320988,0.605516975308642,0.0189043209876544,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__pten__virchow__s3__t16,pten__virchow__s3__t16__mpp0.44,pten__virchow__s3__t16__mpp1.76,pten,binary,patient_auroc,3,Virchow,Virchow,16,16,0.44,1.76,0.545460390946502,0.548675411522634,0.00321502057613166,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__pten__virchow__s3__t32,pten__virchow__s3__t32__mpp0.44,pten__virchow__s3__t32__mpp1.76,pten,binary,patient_auroc,3,Virchow,Virchow,32,32,0.44,1.76,0.576838991769547,0.60718878600823,0.0303497942386831,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__pten__virchow__s3__t64,pten__virchow__s3__t64__mpp0.44,pten__virchow__s3__t64__mpp1.76,pten,binary,patient_auroc,3,Virchow,Virchow,64,64,0.44,1.76,0.563143004115226,0.584104938271605,0.0209619341563786,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__pten__virchow__s4__t16,pten__virchow__s4__t16__mpp0.44,pten__virchow__s4__t16__mpp1.76,pten,binary,patient_auroc,4,Virchow,Virchow,16,16,0.44,1.76,0.545910493827161,0.587255658436214,0.0413451646090535,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__pten__virchow__s4__t32,pten__virchow__s4__t32__mpp0.44,pten__virchow__s4__t32__mpp1.76,pten,binary,patient_auroc,4,Virchow,Virchow,32,32,0.44,1.76,0.519225823045267,0.585712448559671,0.0664866255144033,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__pten__virchow__s4__t64,pten__virchow__s4__t64__mpp0.44,pten__virchow__s4__t64__mpp1.76,pten,binary,patient_auroc,4,Virchow,Virchow,64,64,0.44,1.76,0.565779320987654,0.55639146090535,-0.00938786008230441,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__spop__conch__s0__t16,spop__conch__s0__t16__mpp0.88,spop__conch__s0__t16__mpp1.76,spop,binary,patient_auroc,0,CONCH,CONCH,16,16,0.88,1.76,0.533352176370831,0.464386659129452,-0.0689655172413794,0.5,higher_is_better,above_null,below_null,True,False
native_vs_1.76,native_vs_1.76__spop__conch__s0__t32,spop__conch__s0__t32__mpp0.88,spop__conch__s0__t32__mpp1.76,spop,binary,patient_auroc,0,CONCH,CONCH,32,32,0.88,1.76,0.563877897117015,0.472442057659695,-0.0914358394573206,0.5,higher_is_better,above_null,below_null,True,False
native_vs_1.76,native_vs_1.76__spop__conch__s0__t64,spop__conch__s0__t64__mpp0.88,spop__conch__s0__t64__mpp1.76,spop,binary,patient_auroc,0,CONCH,CONCH,64,64,0.88,1.76,0.534624081401922,0.46791972866026,-0.066704352741662,0.5,higher_is_better,above_null,below_null,True,False
native_vs_1.76,native_vs_1.76__spop__conch__s1__t16,spop__conch__s1__t16__mpp0.88,spop__conch__s1__t16__mpp1.76,spop,binary,patient_auroc,1,CONCH,CONCH,16,16,0.88,1.76,0.556529112492934,0.464245336348219,-0.0922837761447145,0.5,higher_is_better,above_null,below_null,True,False
native_vs_1.76,native_vs_1.76__spop__conch__s1__t32,spop__conch__s1__t32__mpp0.88,spop__conch__s1__t32__mpp1.76,spop,binary,patient_auroc,1,CONCH,CONCH,32,32,0.88,1.76,0.679338609383833,0.544940644431882,-0.13439796495195,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__spop__conch__s1__t64,spop__conch__s1__t64__mpp0.88,spop__conch__s1__t64__mpp1.76,spop,binary,patient_auroc,1,CONCH,CONCH,64,64,0.88,1.76,0.629451667608819,0.548473713962691,-0.0809779536461278,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__spop__conch__s2__t16,spop__conch__s2__t16__mpp0.88,spop__conch__s2__t16__mpp1.76,spop,binary,patient_auroc,2,CONCH,CONCH,16,16,0.88,1.76,0.516534765404183,0.42552289429056,-0.0910118711136235,0.5,higher_is_better,above_null,below_null,True,False
native_vs_1.76,native_vs_1.76__spop__conch__s2__t32,spop__conch__s2__t32__mpp0.88,spop__conch__s2__t32__mpp1.76,spop,binary,patient_auroc,2,CONCH,CONCH,32,32,0.88,1.76,0.542538157150933,0.449406444318824,-0.0931317128321086,0.5,higher_is_better,above_null,below_null,True,False
native_vs_1.76,native_vs_1.76__spop__conch__s2__t64,spop__conch__s2__t64__mpp0.88,spop__conch__s2__t64__mpp1.76,spop,binary,patient_auroc,2,CONCH,CONCH,64,64,0.88,1.76,0.547625777275297,0.479932165065008,-0.0676936122102884,0.5,higher_is_better,above_null,below_null,True,False
native_vs_1.76,native_vs_1.76__spop__conch__s3__t16,spop__conch__s3__t16__mpp0.88,spop__conch__s3__t16__mpp1.76,spop,binary,patient_auroc,3,CONCH,CONCH,16,16,0.88,1.76,0.594544940644432,0.596664782362917,0.002119841718485,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__spop__conch__s3__t32,spop__conch__s3__t32__mpp0.88,spop__conch__s3__t32__mpp1.76,spop,binary,patient_auroc,3,CONCH,CONCH,32,32,0.88,1.76,0.545788581119276,0.46975692481628,-0.076031656302996,0.5,higher_is_better,above_null,below_null,True,False
native_vs_1.76,native_vs_1.76__spop__conch__s3__t64,spop__conch__s3__t64__mpp0.88,spop__conch__s3__t64__mpp1.76,spop,binary,patient_auroc,3,CONCH,CONCH,64,64,0.88,1.76,0.552854720180893,0.482334652345958,-0.070520067834935,0.5,higher_is_better,above_null,below_null,True,False
native_vs_1.76,native_vs_1.76__spop__conch__s4__t16,spop__conch__s4__t16__mpp0.88,spop__conch__s4__t16__mpp1.76,spop,binary,patient_auroc,4,CONCH,CONCH,16,16,0.88,1.76,0.440927077444884,0.451950254381006,0.011023176936122,0.5,higher_is_better,below_null,below_null,False,False
native_vs_1.76,native_vs_1.76__spop__conch__s4__t32,spop__conch__s4__t32__mpp0.88,spop__conch__s4__t32__mpp1.76,spop,binary,patient_auroc,4,CONCH,CONCH,32,32,0.88,1.76,0.402204635387224,0.448134539287733,0.0459299039005087,0.5,higher_is_better,below_null,below_null,False,False
native_vs_1.76,native_vs_1.76__spop__conch__s4__t64,spop__conch__s4__t64__mpp0.88,spop__conch__s4__t64__mpp1.76,spop,binary,patient_auroc,4,CONCH,CONCH,64,64,0.88,1.76,0.479084228377614,0.48968343697004,0.010599208592425,0.5,higher_is_better,below_null,below_null,False,False
native_vs_1.76,native_vs_1.76__spop__virchow__s0__t16,spop__virchow__s0__t16__mpp0.44,spop__virchow__s0__t16__mpp1.76,spop,binary,patient_auroc,0,Virchow,Virchow,16,16,0.44,1.76,0.526992651215376,0.507207461842849,-0.0197851893725269,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__spop__virchow__s0__t32,spop__virchow__s0__t32__mpp0.44,spop__virchow__s0__t32__mpp1.76,spop,binary,patient_auroc,0,Virchow,Virchow,32,32,0.44,1.76,0.617015262860373,0.451526286037309,-0.165488976823064,0.5,higher_is_better,above_null,below_null,True,False
native_vs_1.76,native_vs_1.76__spop__virchow__s0__t64,spop__virchow__s0__t64__mpp0.44,spop__virchow__s0__t64__mpp1.76,spop,binary,patient_auroc,0,Virchow,Virchow,64,64,0.44,1.76,0.571226681741097,0.494488411531939,-0.0767382702091577,0.5,higher_is_better,above_null,below_null,True,False
native_vs_1.76,native_vs_1.76__spop__virchow__s1__t16,spop__virchow__s1__t16__mpp0.44,spop__virchow__s1__t16__mpp1.76,spop,binary,patient_auroc,1,Virchow,Virchow,16,16,0.44,1.76,0.545223289994347,0.553420011305823,0.00819672131147542,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__spop__virchow__s1__t32,spop__virchow__s1__t32__mpp0.44,spop__virchow__s1__t32__mpp1.76,spop,binary,patient_auroc,1,Virchow,Virchow,32,32,0.44,1.76,0.530384397964952,0.501413227812323,-0.0289711701526286,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__spop__virchow__s1__t64,spop__virchow__s1__t64__mpp0.44,spop__virchow__s1__t64__mpp1.76,spop,binary,patient_auroc,1,Virchow,Virchow,64,64,0.44,1.76,0.598925946862634,0.485302430751837,-0.113623516110797,0.5,higher_is_better,above_null,below_null,True,False
native_vs_1.76,native_vs_1.76__spop__virchow__s2__t16,spop__virchow__s2__t16__mpp0.44,spop__virchow__s2__t16__mpp1.76,spop,binary,patient_auroc,2,Virchow,Virchow,16,16,0.44,1.76,0.573346523459582,0.475268513284341,-0.0980780101752403,0.5,higher_is_better,above_null,below_null,True,False
native_vs_1.76,native_vs_1.76__spop__virchow__s2__t32,spop__virchow__s2__t32__mpp0.44,spop__virchow__s2__t32__mpp1.76,spop,binary,patient_auroc,2,Virchow,Virchow,32,32,0.44,1.76,0.582391181458451,0.488270209157716,-0.0941209723007349,0.5,higher_is_better,above_null,below_null,True,False
native_vs_1.76,native_vs_1.76__spop__virchow__s2__t64,spop__virchow__s2__t64__mpp0.44,spop__virchow__s2__t64__mpp1.76,spop,binary,patient_auroc,2,Virchow,Virchow,64,64,0.44,1.76,0.63863764838892,0.496325607687959,-0.142312040700961,0.5,higher_is_better,above_null,below_null,True,False
